Rank,Club,Country,Level,Elo,From,To
42,Hertha,GER,1,1719.91674805,2003-07-17,2003-08-01
43,Hamburg,GER,1,1718.56628418,2003-06-22,2003-08-01
44,Chievo,ITA,1,1714.51416016,2003-06-23,2003-08-02
45,Udinese,ITA,1,1713.69250488,2003-06-23,2003-08-02
46,Benfica,POR,1,1713.22509766,2003-06-23,2003-08-02
47,Santander,ESP,1,1712.24291992,2003-06-23,2003-08-02
48,Bordeaux,FRA,1,1711.91271973,2003-06-23,2003-08-02
49,Atletico,ESP,1,1711.68933105,2003-06-23,2003-08-02
50,Rangers,SCO,1,1711.24060059,2003-07-31,2003-08-02
51,Wisla,POL,1,1710.09765625,2003-07-31,2003-08-02
52,Leeds,ENG,1,1705.9666748,2003-06-04,2003-08-02
53,Besiktas,TUR,1,1705.44042969,2003-06-04,2003-08-02
54,Auxerre,FRA,1,1702.6048584,2003-06-02,2003-08-02
55,Slavia Praha,CZE,1,1698.04919434,2003-07-31,2003-08-02
56,Sochaux,FRA,1,1697.8815918,2003-07-31,2003-08-02
57,Lens,FRA,1,1697.35400391,2003-07-31,2003-08-02
58,Schalke,GER,1,1695.43811035,2003-07-27,2003-08-02
59,Brescia,ITA,1,1695.03723145,2003-07-27,2003-08-02
60,Werder,GER,1,1692.12097168,2003-07-27,2003-08-02
61,Galatasaray,TUR,1,1686.85900879,2003-06-30,2003-08-06
62,Guingamp,FRA,1,1685.01611328,2003-06-30,2003-08-02
63,Murcia,ESP,1,1684.6505127,2003-07-02,2003-08-02
64,Brugge,BEL,1,1684.25976562,2003-07-31,2003-08-02
65,Anderlecht,BEL,1,1681.16589355,2003-07-31,2003-08-02
66,Sparta Praha,CZE,1,1678.2980957,2003-07-31,2003-08-02
67,Paris SG,FRA,1,1675.38952637,2003-07-18,2003-08-02
68,Southampton,ENG,1,1675.32800293,2003-07-18,2003-08-02
69,Wolfsburg,GER,1,1672.78991699,2003-07-18,2003-08-02
70,Lautern,GER,1,1671.87390137,2003-07-18,2003-08-02
71,Everton,ENG,1,1671.84204102,2003-07-18,2003-08-06
72,Leverkusen,GER,1,1671.33959961,2003-07-18,2003-08-02
73,Recreativo,ESP,2,1671.05651855,2003-07-18,2003-08-02
74,Rayo Vallecano,ESP,2,1670.78552246,2003-07-18,2003-08-03
75,Dynamo Kyiv,UKR,1,1669.3560791,2003-07-31,2003-08-02
76,Perugia,ITA,1,1666.97509766,2003-07-23,2003-08-02
77,Marseille,FRA,1,1665.62573242,2003-07-20,2003-08-02
78,Alaves,ESP,2,1664.18713379,2003-07-20,2003-08-09
79,Middlesbrough,ENG,1,1662.45568848,2003-07-21,2003-08-13
80,Aston Villa,ENG,1,1660.47546387,2003-07-21,2003-08-02
81,Grasshoppers,SUI,1,1659.93481445,2003-07-30,2003-08-02
82,Man City,ENG,1,1659.72167969,2003-07-30,2003-08-02
83,Reggina,ITA,1,1658.70056152,2003-07-30,2003-08-02
84,Zaragoza,ESP,1,1657.12365723,2003-07-21,2003-08-02
85,West Ham,ENG,2,1656.92626953,2003-07-21,2003-08-02
86,Atalanta,ITA,2,1655.07885742,2003-07-21,2003-08-02
87,Bologna,ITA,1,1652.34350586,2003-07-21,2003-08-02
88,Rosenborg,NOR,1,1651.61853027,2003-07-31,2003-08-02
89,Fulham,ENG,1,1651.28430176,2003-07-28,2003-08-02
90,Hannover,GER,1,1649.80529785,2003-07-28,2003-08-02
91,Muenchen 60,GER,1,1649.46838379,2003-07-28,2003-08-02
92,Las Palmas,ESP,2,1649.2590332,2003-07-28,2003-08-02
93,Bochum,GER,1,1648.17248535,2003-07-28,2003-08-02
94,Gladbach,GER,1,1646.33081055,2003-06-03,2003-08-02
95,Bolton,ENG,1,1641.23498535,2003-06-08,2003-08-06
96,Albacete,ESP,1,1640.99072266,2003-07-02,2003-08-06
97,Nantes,FRA,1,1640.20263672,2003-06-22,2003-08-02
98,Sporting,POR,1,1639.25500488,2003-06-15,2003-08-02
99,Salamanca,ESP,2,1638.9954834,2003-06-29,2003-08-02
100,Charlton,ENG,1,1636.1907959,2003-06-29,2003-08-02
None,Legia,POL,1,1632.5513916,2003-07-31,2003-08-06
None,Tottenham,ENG,1,1630.81848145,2003-05-18,2003-08-13
None,Birmingham,ENG,1,1630.49645996,2003-05-12,2003-08-13
None,Tenerife,ESP,2,1628.00476074,2003-06-30,2003-08-12
None,Piacenza,ITA,2,1626.35327148,2003-07-02,2003-08-13
None,Partizan,SCG,1,1623.56896973,2003-07-31,2003-08-06
None,Empoli,ITA,1,1623.19470215,2003-05-25,2003-08-13
None,Levski,BUL,1,1620.35498047,2003-07-31,2003-08-06
None,Boavista,POR,1,1618.57849121,2003-06-02,2003-08-13
None,Freiburg,GER,1,1615.7902832,2003-07-02,2003-08-02
None,Rostock,GER,1,1614.96838379,2003-05-25,2003-08-03
None,Lille,FRA,1,1612.96801758,2003-05-25,2003-08-01
None,Modena,ITA,1,1612.06213379,2003-05-25,2003-08-13
None,Nice,FRA,1,1611.19604492,2003-05-25,2003-08-02
None,Levante,ESP,2,1610.05761719,2003-06-29,2003-08-12
None,Dinamo Zagreb,CRO,1,1608.3927002,2003-07-31,2003-08-02
None,Bastia,FRA,1,1607.25708008,2003-05-25,2003-08-02
None,Bielefeld,GER,2,1601.52905273,2003-07-02,2003-08-03
None,Gijon,ESP,2,1601.18334961,2003-06-29,2003-08-12
None,Leicester,ENG,1,1601.06713867,2003-07-02,2003-08-13
None,Slovan Liberec,CZE,1,1599.96887207,2003-07-31,2003-08-02
None,Fuerth,GER,2,1599.234375,2003-05-26,2003-08-03
None,Siena,ITA,1,1598.68359375,2003-07-02,2003-08-13
None,Shakhtar,UKR,1,1598.45397949,2003-07-31,2003-08-03
None,Xerez,ESP,2,1597.84606934,2003-06-29,2003-08-12
None,Mainz,GER,2,1597.67736816,2003-05-26,2003-08-03
None,Rennes,FRA,1,1597.62524414,2003-05-25,2003-08-02
None,Lecce,ITA,1,1596.29064941,2003-07-02,2003-08-13
None,Wolves,ENG,1,1596.06420898,2003-07-02,2003-08-13
None,Sampdoria,ITA,1,1594.6505127,2003-07-02,2003-08-13
None,Frankfurt,GER,1,1593.24926758,2003-07-02,2003-08-01
None,Heerenveen,NED,1,1592.61889648,2003-05-30,2003-08-12
None,Portsmouth,ENG,1,1585.75280762,2003-07-02,2003-08-13
None,Montpellier,FRA,1,1582.65588379,2003-05-25,2003-08-02
None,Breda,NED,1,1578.72912598,2003-05-30,2003-08-12
None,Metz,FRA,1,1576.13354492,2003-07-02,2003-08-02
None,Koeln,GER,1,1575.03149414,2003-07-02,2003-08-03
None,Viktoria Zizkov,CZE,1,1573.70703125,2003-07-31,2003-08-02
None,Eibar,ESP,2,1572.67321777,2003-06-30,2003-08-12
None,Cottbus,GER,2,1571.5814209,2003-07-02,2003-08-03
None,CSKA Sofia,BUL,1,1569.9440918,2003-07-31,2003-08-06
None,Torino,ITA,2,1569.82299805,2003-07-02,2003-08-13
None,Strasbourg,FRA,1,1568.38842773,2003-05-25,2003-08-02
None,Numancia,ESP,2,1567.60534668,2003-06-29,2003-08-12
None,PAOK,GRE,1,1567.46765137,2003-05-26,2003-08-13
None,Genk,BEL,1,1565.20458984,2003-07-31,2003-08-06
None,Cordoba,ESP,2,1564.84936523,2003-06-30,2003-08-12
None,Como,ITA,2,1563.17993164,2003-07-02,2003-08-13
None,Leiria,POR,1,1560.93762207,2003-06-02,2003-08-13
None,Elche,ESP,2,1560.58105469,2003-06-30,2003-08-12
None,Sedan,FRA,2,1559.09521484,2003-07-02,2003-08-02
None,Grodzisk,POL,1,1559.01013184,2003-07-31,2003-08-06
None,Hajduk,CRO,1,1558.9095459,2003-07-31,2003-08-02
None,Maccabi Haifa,ISR,1,1557.81677246,2003-07-31,2003-08-06
None,Roda,NED,1,1557.21374512,2003-05-30,2003-08-12
None,Leganes,ESP,2,1554.5715332,2003-06-30,2003-08-12
None,Crvena Zvezda,SCG,1,1553.15600586,2003-07-31,2003-08-06
None,Ipswich,ENG,2,1552.83752441,2003-05-05,2003-08-09
None,Poli Ejido,ESP,2,1551.76928711,2003-06-30,2003-08-12
None,Ancona,ITA,1,1548.13024902,2003-07-02,2003-08-13
None,Lorient,FRA,2,1546.52294922,2003-05-24,2003-08-02
None,Nuernberg,GER,2,1546.20495605,2003-07-02,2003-08-04
None,Troyes,FRA,2,1545.9395752,2003-07-02,2003-08-02
None,H Tel Aviv,ISR,1,1545.92773438,2003-07-31,2003-08-06
None,FC Kobenhavn,DEN,1,1545.18005371,2003-07-31,2003-08-02
None,Genclerbirligi,TUR,1,1544.95544434,2003-06-01,2003-08-09
None,Ajaccio,FRA,1,1544.48510742,2003-05-25,2003-08-02
None,Nijmegen,NED,1,1543.6953125,2003-05-30,2003-08-12
None,Djurgarden,SWE,1,1543.33422852,2003-07-31,2003-08-02
None,Katowice,POL,1,1542.82714844,2003-07-31,2003-08-06
None,Utrecht,NED,1,1542.48986816,2003-05-30,2003-08-12
None,Standard,BEL,1,1542.33239746,2003-07-31,2003-08-06
None,Ternana,ITA,2,1541.16162109,2003-06-08,2003-08-13
None,Verona,ITA,2,1541.0534668,2003-06-08,2003-08-13
None,Getafe,ESP,2,1540.98986816,2003-06-30,2003-08-12
None,Lokeren,BEL,1,1540.37963867,2003-07-31,2003-08-06
None,Le Mans,FRA,1,1539.95812988,2003-07-02,2003-08-02
None,Vicenza,ITA,2,1537.17285156,2003-06-08,2003-08-13
None,Fenerbahce,TUR,1,1536.88427734,2003-06-01,2003-08-10
None,GAK,AUT,1,1536.61767578,2003-07-31,2003-08-02
None,Almeria,ESP,2,1536.26159668,2003-06-30,2003-08-12
None,Terrassa,ESP,2,1534.73571777,2003-06-30,2003-08-12
None,Bari,ITA,2,1534.18334961,2003-06-08,2003-08-13
None,CSKA Moskva,RUS,1,1532.62976074,2003-07-31,2003-08-02
None,Toulouse,FRA,1,1532.62719727,2003-07-02,2003-08-02
None,Palermo,ITA,2,1532.26599121,2003-06-08,2003-08-13
None,Cagliari,ITA,2,1531.10339355,2003-06-08,2003-08-13
None,Litex,BUL,1,1530.71350098,2003-07-31,2003-08-06
None,Vitesse,NED,1,1529.10449219,2003-05-30,2003-08-12
None,Belenenses,POR,1,1528.84851074,2003-06-02,2003-08-13
None,Brondby,DEN,1,1528.1451416,2003-07-31,2003-08-03
None,Le Havre,FRA,2,1527.69384766,2003-07-02,2003-08-01
None,Napoli,ITA,2,1526.03442383,2003-06-08,2003-08-13
None,Lok Moskva,RUS,1,1525.40429688,2003-07-31,2003-08-02
None,Amica Wronki,POL,1,1525.3651123,2003-07-31,2003-08-06
None,Algeciras,ESP,2,1524.82189941,2003-07-01,2003-08-12
None,Cadiz,ESP,2,1524.82189941,2003-07-01,2003-08-12
None,Ciudad de Murcia,ESP,2,1524.82189941,2003-07-01,2003-08-12
None,Malaga B,ESP,2,1524.82189941,2003-07-01,2003-08-12
None,Gaziantepspor,TUR,1,1524.49560547,2003-05-31,2003-08-09
None,Servette,SUI,1,1524.1484375,2003-07-27,2003-08-02
None,West Brom,ENG,2,1523.92199707,2003-07-02,2003-08-09
None,Austria Wien,AUT,1,1523.49169922,2003-07-31,2003-08-06
None,Waalwijk,NED,1,1523.40454102,2003-05-30,2003-08-12
None,St Truiden,BEL,1,1522.74023438,2003-07-31,2003-08-06
None,Pacos Ferreira,POR,1,1522.34619141,2003-06-02,2003-08-13
None,Panionios,GRE,1,1520.18078613,2003-05-26,2003-08-13
None,Sheffield United,ENG,2,1518.76806641,2003-05-27,2003-08-09
None,Banik Ostrava,CZE,1,1515.99658203,2003-07-31,2003-08-02
None,Odra Wodzislaw,POL,1,1515.65283203,2003-07-31,2003-08-06
None,Twente,NED,1,1514.16833496,2003-05-30,2003-08-12
None,Maritimo,POR,1,1512.50463867,2003-06-02,2003-08-13
None,M Tel Aviv,ISR,1,1510.8527832,2003-07-31,2003-08-06
None,Willem II,NED,1,1510.83972168,2003-05-30,2003-08-12
None,Forest,ENG,2,1507.12805176,2003-05-16,2003-08-09
None,Teplice,CZE,1,1506.90966797,2003-07-31,2003-08-04
None,Viking,NOR,1,1505.0090332,2003-07-31,2003-08-03
None,Triestina,ITA,2,1504.63830566,2003-06-08,2003-08-13
None,Alkmaar,NED,1,1502.88110352,2003-05-30,2003-08-12
None,Xamax,SUI,1,1502.04382324,2003-07-27,2003-08-02
None,Pribram,CZE,1,1498.84277344,2003-07-31,2003-08-04
None,OFI,GRE,1,1498.63793945,2003-05-26,2003-08-13
None,Iraklis,GRE,1,1498.12060547,2003-05-25,2003-08-13
None,Union Berlin,GER,2,1497.96777344,2003-05-26,2003-08-03
None,Guimaraes,POR,1,1496.51782227,2003-06-02,2003-08-13
None,Wimbledon,ENG,2,1496.30932617,2003-05-05,2003-08-09
None,Chateauroux,FRA,2,1495.28308105,2003-05-24,2003-08-02
None,Caen,FRA,2,1495.23974609,2003-05-24,2003-08-02
None,Reading,ENG,2,1494.02062988,2003-05-15,2003-08-09
None,Sunderland,ENG,2,1492.43334961,2003-07-02,2003-08-09
None,Brno,CZE,1,1488.87719727,2003-07-31,2003-08-02
None,Aris,GRE,1,1488.37524414,2003-05-25,2003-08-13
None,Norwich,ENG,2,1488.3013916,2003-05-05,2003-08-09
None,Saint-Etienne,FRA,2,1487.18225098,2003-05-24,2003-08-02
None,Braga,POR,1,1486.97705078,2003-06-02,2003-08-13
None,Messina,ITA,2,1486.81225586,2003-06-08,2003-08-13
None,Sigma Olomouc,CZE,1,1486.52966309,2003-07-31,2003-08-02
None,Beira Mar,POR,1,1486.36779785,2003-06-02,2003-08-13
None,Polonia Warszawa,POL,1,1485.10327148,2003-07-31,2003-08-06
None,Salzburg,AUT,1,1484.91149902,2003-07-31,2003-08-02
None,Halmstad,SWE,1,1483.0802002,2003-07-31,2003-08-04
None,Aachen,GER,2,1481.95922852,2003-05-26,2003-08-03
None,Rapid Wien,AUT,1,1481.28613281,2003-07-31,2003-08-06
None,Burghausen,GER,2,1481.27587891,2003-05-26,2003-08-03
None,Venezia,ITA,2,1480.69152832,2003-06-08,2003-08-13
None,Young Boys,SUI,1,1480.14831543,2003-07-27,2003-08-02
None,Gent,BEL,1,1478.89465332,2003-07-31,2003-08-06
None,Ferencvaros,HUN,1,1478.61193848,2003-07-31,2003-08-02
None,Lierse,BEL,1,1478.53820801,2003-07-31,2003-08-06
None,Niort,FRA,2,1478.25793457,2003-05-24,2003-08-02
None,Hearts,SCO,1,1477.5637207,2003-07-31,2003-08-06
None,Livorno,ITA,2,1477.18798828,2003-06-08,2003-08-13
None,Duisburg,GER,2,1476.95336914,2003-05-26,2003-08-03
None,Gornik,POL,1,1475.15673828,2003-07-31,2003-08-06
None,Millwall,ENG,2,1474.84594727,2003-05-05,2003-08-09
None,Genoa,ITA,2,1470.21716309,2003-06-08,2003-08-13
None,Preston,ENG,2,1470.12536621,2003-05-05,2003-08-09
None,Ankaraguecue,TUR,1,1468.89660645,2003-06-01,2003-08-10
None,Rapid Bucuresti,ROM,1,1468.5057373,2003-07-31,2003-08-06
None,Malmoe,SWE,1,1468.41723633,2003-07-31,2003-08-04
None,Gil Vicente,POR,1,1468.2421875,2003-06-02,2003-08-13
None,Zuerich,SUI,1,1466.51159668,2003-07-27,2003-08-02
None,Mattersburg,AUT,1,1465.32214355,2003-07-31,2003-08-06
None,Trier,GER,2,1465.22290039,2003-05-26,2003-08-03
None,Slovacko,CZE,1,1462.9864502,2003-07-31,2003-08-02
None,Denizlispor,TUR,1,1462.88867188,2003-06-01,2003-08-10
None,Malatyaspor,TUR,1,1462.76281738,2003-06-01,2003-08-10
None,Karlsruhe,GER,2,1462.72705078,2003-05-26,2003-08-04
None,Stabaek,NOR,1,1462.21826172,2003-07-31,2003-08-04
None,Ascoli,ITA,2,1461.43005371,2003-06-08,2003-08-13
None,Trabzonspor,TUR,1,1460.58752441,2003-06-01,2003-08-09
None,Spartak Moskva,RUS,1,1459.65942383,2003-07-31,2003-08-02
None,Molde,NOR,1,1459.26428223,2003-07-31,2003-08-03
None,Ahlen,GER,2,1459.24499512,2003-05-26,2003-08-03
None,Fiorentina,ITA,2,1456.66967773,2003-07-01,2003-08-13
None,Albinoleffe,ITA,2,1456.66967773,2003-07-01,2003-08-13
None,Avellino,ITA,2,1456.66967773,2003-07-01,2003-08-13
None,Pescara,ITA,2,1456.66967773,2003-07-01,2003-08-13
None,Treviso,ITA,2,1456.66967773,2003-07-01,2003-08-13
None,Moreirense,POR,1,1456.5123291,2003-06-02,2003-08-13
None,Gueugnon,FRA,2,1456.3470459,2003-05-24,2003-08-02
None,Saturn Ramenskoje,RUS,1,1456.22705078,2003-07-31,2003-08-02
None,Crystal Palace,ENG,2,1456.2232666,2003-05-05,2003-08-09
None,Dnipro,UKR,1,1455.39172363,2003-07-31,2003-08-03
None,Groningen,NED,1,1454.03552246,2003-05-30,2003-08-12
None,Luebeck,GER,2,1453.80175781,2003-05-26,2003-08-03
None,MTK,HUN,1,1453.15270996,2003-07-31,2003-08-02
None,Laval,FRA,2,1451.8190918,2003-05-24,2003-08-02
None,Nacional,POR,1,1451.73925781,2003-06-02,2003-08-13
None,Oergryte,SWE,1,1451.09338379,2003-07-31,2003-08-03
None,Odense,DEN,1,1450.99182129,2003-07-31,2003-08-02
None,Academica,POR,1,1450.96936035,2003-06-02,2003-08-13
None,AIK,SWE,1,1450.60766602,2003-07-31,2003-08-04
None,Odd Grenland,NOR,1,1450.109375,2003-07-31,2003-08-04
None,Catania,ITA,2,1450.06591797,2003-06-08,2003-08-13
None,Hammarby,SWE,1,1450.02661133,2003-07-31,2003-08-04
None,Dynamo Moskva,RUS,1,1448.98046875,2003-07-31,2003-08-01
None,Jablonec,CZE,1,1447.36169434,2003-07-31,2003-08-02
None,Kilmarnock,SCO,1,1447.26452637,2003-07-31,2003-08-06
None,Torpedo Moskva,RUS,1,1447.10778809,2003-07-31,2003-08-01
None,Varteks,CRO,1,1446.37805176,2003-07-31,2003-08-02
None,Oberhausen,GER,2,1444.43847656,2003-05-26,2003-08-03
None,Lillestrom,NOR,1,1444.03735352,2003-07-31,2003-08-03
None,Widzew,POL,1,1443.69921875,2003-07-31,2003-08-06
None,Beerschot AC,BEL,1,1442.85913086,2003-07-31,2003-08-06
None,Steaua,ROM,1,1441.91809082,2003-07-31,2003-08-06
None,Amiens,FRA,2,1441.45617676,2003-05-24,2003-08-02
None,StGallen,SUI,1,1441.27380371,2003-07-27,2003-08-02
None,Gillingham,ENG,2,1438.79541016,2003-05-05,2003-08-09
None,Midtjylland,DEN,1,1436.81311035,2003-07-31,2003-08-03
None,Westerlo,BEL,1,1436.74316406,2003-07-31,2003-08-06
None,Tescoma Zlin,CZE,1,1436.64147949,2003-07-31,2003-08-04
None,Xanthi,GRE,1,1436.62585449,2003-05-26,2003-08-13
None,Kryliya Sovetov,RUS,1,1436.22583008,2003-07-31,2003-08-02
None,Valence,FRA,2,1431.10620117,2003-05-24,2003-08-02
None,Rotherham,ENG,2,1430.69580078,2003-05-05,2003-08-09
None,Grenoble,FRA,2,1430.65734863,2003-05-24,2003-08-02
None,Esbjerg,DEN,1,1429.28808594,2003-07-31,2003-08-03
None,Dniprodzerzhynsk,UKR,1,1427.87231445,2003-07-31,2003-08-03
None,Nancy,FRA,2,1427.07092285,2003-05-24,2003-08-01
None,Viborg,DEN,1,1426.07910156,2003-07-31,2003-08-03
None,Istanbulspor,TUR,1,1425.53845215,2003-06-01,2003-08-10
None,Lech,POL,1,1422.07971191,2003-07-31,2003-08-06
None,Netanya,ISR,1,1421.27294922,2003-07-31,2003-08-06
None,Watford,ENG,2,1420.80371094,2003-05-05,2003-08-13
None,Thun,SUI,1,1419.7421875,2003-07-27,2003-08-02
None,Aarau,SUI,1,1419.5513916,2003-07-27,2003-08-02
None,Akademisk,DEN,1,1419.37280273,2003-07-31,2003-08-03
None,Helsingborg,SWE,1,1418.9831543,2003-07-31,2003-08-03
None,Clermont,FRA,2,1418.4017334,2003-05-24,2003-08-02
None,Derby,ENG,2,1418.3927002,2003-05-05,2003-08-09
None,Zenit,RUS,1,1417.23303223,2003-07-31,2003-08-02
None,Creteil,FRA,2,1417.10400391,2003-05-24,2003-08-02
None,Sturm Graz,AUT,1,1416.07751465,2003-07-31,2003-08-06
None,Aberdeen,SCO,1,1416.00219727,2003-07-31,2003-08-06
None,Plock,POL,1,1414.43676758,2003-07-31,2003-08-06
None,Walsall,ENG,2,1413.57592773,2003-05-05,2003-08-09
None,Bregenz,AUT,1,1413.33911133,2003-07-31,2003-08-06
None,Shinnik Jaroslawl,RUS,1,1412.88037109,2003-07-31,2003-08-02
None,Bodoe Glimt,NOR,1,1412.5625,2003-08-01,2003-08-06
None,Aalborg,DEN,1,1410.47888184,2003-07-31,2003-08-03
None,Roosendaal,NED,1,1407.92236328,2003-05-30,2003-08-12
None,Istres,FRA,2,1407.62011719,2003-05-24,2003-08-02
None,Wil,SUI,1,1406.29663086,2003-07-30,2003-08-02
None,Chmel Blsany,CZE,1,1405.78771973,2003-07-31,2003-08-02
None,Stoke,ENG,2,1405.6595459,2003-05-05,2003-08-09
None,Bradford,ENG,2,1404.03442383,2003-05-05,2003-08-09
None,Maribor,SVN,1,1402.35498047,2003-07-31,2003-08-03
None,Oerebro,SWE,1,1400.14746094,2003-07-31,2003-08-04
None,Dundee,SCO,1,1398.86682129,2003-07-31,2003-08-06
None,Sogndal,NOR,1,1398.5300293,2003-07-31,2003-08-03
None,Zilina,SLK,0,1396.89538574,2003-07-31,2003-08-06
None,Slavia Sofia,BUL,1,1396.4107666,2003-07-31,2003-08-06
None,Klagenfurt,AUT,1,1395.41235352,2003-07-31,2003-08-06
None,Artmedia,SLK,0,1395.3951416,2003-07-31,2003-08-06
None,Debrecen,HUN,1,1394.77612305,2003-07-31,2003-08-01
None,Salernitana,ITA,2,1394.50683594,2003-06-08,2003-08-13
None,Zwolle,NED,1,1394.33190918,2003-05-30,2003-08-12
None,Besancon,FRA,2,1394.2590332,2003-07-01,2003-08-02
None,Rouen,FRA,2,1394.2590332,2003-07-01,2003-08-02
None,Angers,FRA,2,1394.2590332,2003-07-01,2003-08-02
None,Goeteborg,SWE,1,1394.18212891,2003-07-31,2003-08-04
None,Ujpest,HUN,1,1392.73693848,2003-07-31,2003-08-01
None,Alverca,POR,1,1391.94824219,2003-07-01,2003-08-13
None,Estrela Amadora,POR,1,1391.94824219,2003-07-01,2003-08-13
None,Rio Ave,POR,1,1391.94824219,2003-07-01,2003-08-13
None,Burnley,ENG,2,1391.6171875,2003-05-05,2003-08-09
None,Hibernian,SCO,1,1391.40063477,2003-07-31,2003-08-06
None,Louvieroise,BEL,1,1390.48547363,2003-07-31,2003-08-06
None,Mouscron,BEL,1,1390.28356934,2003-07-31,2003-08-06
None,Coventry,ENG,2,1390.20288086,2003-05-05,2003-08-13
None,Bursaspor,TUR,1,1389.48791504,2003-06-01,2003-08-09
None,Unterhaching,GER,2,1389.17236328,2003-07-01,2003-08-03
None,Osnabrueck,GER,2,1389.17236328,2003-07-01,2003-08-03
None,Regensburg,GER,2,1389.17236328,2003-07-01,2003-08-03
None,Aue,GER,2,1389.17236328,2003-07-01,2003-08-03
None,M Petach Tikva,ISR,1,1388.6583252,2003-07-31,2003-08-06
None,Beer-Sheva,ISR,1,1388.59179688,2003-07-31,2003-08-06
None,Samsunspor,TUR,1,1388.37609863,2003-06-01,2003-08-08
None,APOEL,CYP,0,1387.51647949,2003-07-31,2003-08-06
None,Zalaegerszegi,HUN,1,1386.96582031,2003-07-31,2003-08-02
None,Antwerp,BEL,1,1383.68493652,2003-07-31,2003-08-06
None,Bergen,BEL,1,1383.50463867,2003-07-31,2003-08-06
None,Elfsborg,SWE,1,1382.93774414,2003-07-31,2003-08-02
None,Diyarbakirspor,TUR,1,1382.72790527,2003-06-01,2003-08-09
None,Den Haag,NED,1,1381.84216309,2003-07-01,2003-08-12
None,Volendam,NED,1,1381.84216309,2003-07-01,2003-08-12
None,Adanaspor,TUR,1,1378.45532227,2003-06-01,2003-08-10
None,Dinamo Bucuresti,ROM,1,1377.79016113,2003-07-31,2003-08-06
None,NK Zagreb,CRO,1,1377.4942627,2003-07-31,2003-08-02
None,Pasching,AUT,1,1377.13391113,2003-07-31,2003-08-06
None,Bryne,NOR,1,1376.16821289,2003-07-31,2003-08-03
None,Opava,CZE,1,1375.02941895,2003-07-31,2003-08-02
None,Viktoria Plzen,CZE,1,1375.02941895,2003-07-31,2003-08-02
None,Leotar Trebinje,BHZ,0,1374.63867188,2003-07-31,2003-08-06
None,Dunfermline,SCO,1,1373.80407715,2003-07-31,2003-08-06
None,Cardiff,ENG,2,1373.26013184,2003-07-01,2003-08-09
None,Crewe,ENG,2,1373.26013184,2003-07-01,2003-08-09
None,Wigan,ENG,2,1373.26013184,2003-07-01,2003-08-09
None,OFK,SCG,1,1373.06384277,2003-07-31,2003-08-06
